ts_micro,frame,wheel,throttle
1762414483910,104,0.0,0.421875
1762414483943,105,0.0,0.25
1762414483977,106,0.0,0.25
1762414484010,107,0.0,0.2265625
1762414484043,108,0.0,0.1640625
1762414484076,109,0.0,0.1484375
1762414484110,110,0.0,0.15625
1762414484143,111,0.0,0.15625
1762414484176,112,0.0,0.1171875
1762414484210,113,0.0,0.0625
1762414484243,114,0.0,0.0078125
1762414484276,115,0.0,0.0078125
1762414484310,116,0.0,0.0078125
1762414484343,117,0.0,0.0078125
1762414484376,118,0.0,0.0078125
1762414484410,119,0.0,0.0078125
1762414484443,120,0.0,0.046875
1762414484476,121,0.0,0.2109375
1762414484510,122,0.0,0.3046875
1762414484543,123,0.0,0.4609375
1762414484576,124,0.0,0.6328125
1762414484610,125,0.0,0.6953125
1762414484644,126,0.0,0.78125
1762414484676,127,0.0,0.8046875
1762414484710,128,0.0,0.828125
1762414484743,129,0.0,0.9140625
1762414484776,130,0.0,0.984375
1762414484810,131,0.0,1.0
1762414484844,132,0.0,1.0
1762414484876,133,0.0,1.0
1762414484910,134,0.0,1.0
1762414484943,135,0.0,1.0
1762414484976,136,0.0,1.0
1762414485010,137,0.0,1.0
1762414485043,138,0.0,1.0
1762414485076,139,0.0,1.0
1762414485109,140,0.0,1.0
1762414485143,141,0.0,1.0
1762414485176,142,0.0,1.0
1762414485210,143,0.0,1.0
1762414485243,144,0.0,1.0
1762414485276,145,0.0,1.0
1762414485310,146,0.0,1.0
1762414485343,147,0.0,1.0
1762414485376,148,0.0,1.0
1762414485409,149,0.0,1.0
1762414485443,150,0.0,1.0
1762414485476,151,0.0,1.0
1762414485510,152,0.0,1.0
1762414485543,153,0.0,1.0
1762414485577,154,0.0,1.0
1762414485609,155,0.0,1.0
1762414485644,156,0.0,1.0
1762414485677,157,0.0,1.0
1762414485710,158,0.0,1.0
1762414485743,159,0.0,1.0
1762414485777,160,0.0,1.0
1762414485811,161,0.0,1.0
1762414485843,162,0.0,1.0
1762414485877,163,0.0,1.0
1762414485910,164,0.0,1.0
1762414485944,165,0.0,1.0
1762414485977,166,0.0,1.0
1762414486010,167,0.0,1.0
1762414486043,168,-0.5235987755982988,1.0
1762414486076,169,-0.5235987755982988,1.0
1762414486110,170,-0.5235987755982988,1.0
1762414486143,171,-0.5235987755982988,1.0
1762414486176,172,0.0,1.0
1762414486210,173,0.0,1.0
1762414486243,174,0.0,1.0
1762414486277,175,0.0,1.0
1762414486311,176,-0.5235987755982988,1.0
1762414486344,177,-0.5235987755982988,1.0
1762414486376,178,-0.5235987755982988,1.0
1762414486410,179,0.0,1.0
1762414486445,180,0.0,1.0
1762414486476,181,0.0,1.0
1762414486510,182,0.0,1.0
1762414486543,183,0.0,1.0
1762414486576,184,0.0,1.0
1762414486611,185,0.0,1.0
1762414486643,186,0.0,1.0
1762414486676,187,0.0,1.0
1762414486710,188,0.0,1.0
1762414486743,189,0.0,1.0
1762414486777,190,0.0,1.0
1762414486810,191,0.0,1.0
1762414486843,192,0.0,1.0
1762414486876,193,0.0,1.0
1762414486909,194,0.0,1.0
1762414486943,195,0.0,1.0
1762414486976,196,0.0,1.0
1762414487009,197,0.0,1.0
1762414487043,198,0.0,1.0
1762414487076,199,0.0,1.0
1762414487110,200,0.0,1.0
1762414487143,201,0.0,1.0
1762414487176,202,-0.5235987755982988,1.0
1762414487210,203,-0.5235987755982988,1.0
1762414487243,204,-0.5235987755982988,0.7578125
1762414487277,205,-0.5235987755982988,0.0078125
1762414487310,206,-0.5235987755982988,0.0078125
1762414487343,207,-0.5235987755982988,0.0078125
1762414487376,208,-0.5235987755982988,0.0078125
1762414487410,209,-0.5235987755982988,0.0078125
1762414487444,210,-0.5235987755982988,0.0078125
1762414487476,211,-0.5235987755982988,0.0078125
1762414487510,212,-0.5235987755982988,0.0078125
1762414487543,213,-0.5235987755982988,0.0078125
1762414487576,214,-0.5235987755982988,0.0078125
1762414487610,215,-0.5235987755982988,0.0078125
1762414487643,216,-0.5235987755982988,0.0078125
1762414487676,217,-0.5235987755982988,0.0078125
1762414487710,218,-0.5235987755982988,0.0078125
1762414487743,219,-0.5235987755982988,0.0078125
1762414487776,220,-0.5235987755982988,0.0078125
1762414487810,221,-0.5235987755982988,0.0078125
1762414487844,222,-0.5235987755982988,0.0078125
1762414487876,223,-0.5235987755982988,0.0078125
1762414487909,224,-0.5235987755982988,0.0078125
1762414487943,225,-0.5235987755982988,0.0078125
1762414487976,226,-0.5235987755982988,0.0078125
1762414488010,227,-0.5235987755982988,0.0078125
1762414488043,228,-0.5235987755982988,0.078125
1762414488076,229,-0.5235987755982988,0.15625
1762414488110,230,-0.5235987755982988,0.2421875
1762414488143,231,-0.5235987755982988,0.28125
1762414488176,232,-0.5235987755982988,0.28125
1762414488210,233,-0.5235987755982988,0.3671875
1762414488243,234,-0.5235987755982988,0.453125
1762414488276,235,-0.5235987755982988,0.4765625
1762414488309,236,-0.5235987755982988,0.4765625
1762414488343,237,-0.5235987755982988,0.5390625
1762414488376,238,-0.5235987755982988,0.5390625
1762414488410,239,-0.5235987755982988,0.5390625
1762414488443,240,-0.5235987755982988,0.5625
1762414488476,241,-0.5235987755982988,0.5625
1762414488510,242,-0.5235987755982988,0.5625
1762414488543,243,-0.5235987755982988,0.5625
1762414488576,244,-0.5235987755982988,0.5625
1762414488610,245,-0.5235987755982988,0.5625
1762414488644,246,-0.5235987755982988,0.5625
1762414488676,247,-0.5235987755982988,0.5859375
1762414488710,248,-0.5235987755982988,0.625
1762414488746,249,-0.5235987755982988,0.6484375
1762414488778,250,-0.5235987755982988,0.6484375
1762414488810,251,-0.5235987755982988,0.6484375
1762414488843,252,-0.5235987755982988,0.6484375
1762414488877,253,-0.5235987755982988,0.625
1762414488911,254,-0.5235987755982988,0.625
1762414488943,255,-0.5235987755982988,0.625
1762414488976,256,-0.5235987755982988,0.625
1762414489010,257,-0.5235987755982988,0.625
1762414489044,258,-0.5235987755982988,0.625
1762414489077,259,-0.5235987755982988,0.625
1762414489109,260,-0.5235987755982988,0.625
1762414489143,261,-0.5235987755982988,0.625
1762414489178,262,-0.5235987755982988,0.609375
1762414489210,263,0.0,0.609375
1762414489243,264,0.0,0.609375
1762414489276,265,0.0,0.609375
1762414489310,266,0.0,0.609375
1762414489344,267,0.0,0.609375
1762414489376,268,0.0,0.609375
1762414489410,269,0.0,0.609375
1762414489443,270,0.0,0.609375
1762414489476,271,0.0,0.609375
1762414489510,272,0.0,0.609375
1762414489543,273,0.0,0.609375
1762414489576,274,0.0,0.609375
1762414489610,275,0.0,0.609375
1762414489643,276,0.0,0.609375
1762414489676,277,0.0,0.609375
1762414489710,278,0.0,0.609375
1762414489743,279,0.0,0.609375
1762414489776,280,0.0,0.609375
1762414489810,281,0.0,0.609375
1762414489843,282,0.0,0.609375
1762414489876,283,0.0,0.5859375
1762414489909,284,0.0,0.5859375
1762414489943,285,0.0,0.5703125
1762414489976,286,0.0,0.546875
1762414490009,287,0.0,0.5234375
1762414490043,288,0.0,0.5234375
1762414490076,289,0.0,0.5078125
1762414490109,290,0.0,0.5078125
1762414490143,291,0.0,0.5
1762414490176,292,0.0,0.484375
1762414490210,293,0.0,0.484375
1762414490243,294,0.0,0.484375
1762414490276,295,0.0,0.484375
1762414490309,296,0.0,0.484375
1762414490343,297,0.0,0.484375
1762414490376,298,0.0,0.484375
1762414490410,299,0.0,0.484375
1762414490443,300,0.0,0.484375
1762414490476,301,0.0,0.484375
1762414490509,302,0.0,0.484375
1762414490543,303,0.0,0.484375
1762414490576,304,0.0,0.484375
1762414490610,305,-0.5235987755982988,0.484375
1762414490643,306,-0.5235987755982988,0.484375
1762414490678,307,-0.5235987755982988,0.5
1762414490710,308,-0.5235987755982988,0.5
1762414490743,309,-0.5235987755982988,0.5
1762414490776,310,-0.5235987755982988,0.5
1762414490809,311,-0.5235987755982988,0.5
1762414490843,312,-0.5235987755982988,0.5
1762414490876,313,-0.5235987755982988,0.5
1762414490910,314,-0.5235987755982988,0.5
1762414490943,315,-0.5235987755982988,0.5
1762414490976,316,-0.5235987755982988,0.5
1762414491010,317,-0.5235987755982988,0.484375
1762414491043,318,-0.5235987755982988,0.484375
1762414491076,319,-0.5235987755982988,0.484375
1762414491110,320,-0.5235987755982988,0.484375
1762414491143,321,-0.5235987755982988,0.484375
1762414491176,322,-0.5235987755982988,0.484375
1762414491210,323,0.0,0.484375
1762414491243,324,0.0,0.484375
1762414491276,325,0.0,0.484375
1762414491310,326,0.0,0.484375
1762414491343,327,0.0,0.484375
1762414491376,328,0.0,0.484375
1762414491409,329,0.0,0.484375
1762414491443,330,0.0,0.484375
1762414491476,331,0.0,0.484375
1762414491509,332,0.0,0.484375
1762414491543,333,0.0,0.484375
1762414491576,334,0.0,0.484375
1762414491610,335,0.0,0.484375
1762414491644,336,0.0,0.484375
1762414491676,337,0.0,0.484375
1762414491709,338,0.0,0.484375
1762414491743,339,0.0,0.5
1762414491776,340,0.0,0.5
1762414491810,341,0.0,0.5
1762414491843,342,0.0,0.5234375
1762414491876,343,0.0,0.609375
1762414491910,344,0.0,0.671875
1762414491943,345,0.0,0.671875
1762414491976,346,0.0,0.671875
1762414492010,347,0.0,0.671875
1762414492044,348,-0.5235987755982988,0.671875
1762414492077,349,-0.5235987755982988,0.671875
1762414492110,350,-0.5235987755982988,0.671875
1762414492144,351,-0.5235987755982988,0.671875
1762414492177,352,-0.5235987755982988,0.671875
1762414492210,353,0.0,0.671875
1762414492244,354,0.0,0.671875
1762414492277,355,-0.5235987755982988,0.65625
1762414492310,356,-0.5235987755982988,0.65625
1762414492344,357,-0.5235987755982988,0.65625
1762414492377,358,-0.5235987755982988,0.65625
1762414492410,359,-0.5235987755982988,0.65625
1762414492444,360,-0.5235987755982988,0.65625
1762414492477,361,-0.5235987755982988,0.65625
1762414492510,362,-0.5235987755982988,0.65625
1762414492544,363,-0.5235987755982988,0.65625
1762414492577,364,-0.5235987755982988,0.65625
1762414492610,365,-0.5235987755982988,0.6328125
1762414492644,366,-0.5235987755982988,0.609375
1762414492677,367,-0.5235987755982988,0.609375
1762414492710,368,-0.5235987755982988,0.609375
1762414492744,369,-0.5235987755982988,0.609375
1762414492776,370,-0.5235987755982988,0.609375
1762414492810,371,-0.5235987755982988,0.609375
1762414492843,372,-0.5235987755982988,0.609375
1762414492876,373,-0.5235987755982988,0.609375
1762414492910,374,-0.5235987755982988,0.609375
1762414492943,375,-0.5235987755982988,0.609375
1762414492976,376,-0.5235987755982988,0.609375
1762414493010,377,-0.5235987755982988,0.609375
1762414493043,378,-0.5235987755982988,0.609375
1762414493076,379,-0.5235987755982988,0.609375
1762414493110,380,-0.5235987755982988,0.609375
1762414493143,381,-0.5235987755982988,0.609375
1762414493176,382,-0.5235987755982988,0.609375
1762414493210,383,-0.5235987755982988,0.609375
1762414493243,384,-0.5235987755982988,0.609375
1762414493276,385,-0.5235987755982988,0.609375
1762414493310,386,-0.5235987755982988,0.609375
1762414493345,387,0.0,0.609375
1762414493376,388,0.0,0.609375
1762414493410,389,0.0,0.5859375
1762414493443,390,0.0,0.5703125
1762414493477,391,0.0,0.5703125
1762414493510,392,0.0,0.5703125
1762414493543,393,0.0,0.5703125
1762414493576,394,0.0,0.5703125
1762414493610,395,0.0,0.609375
1762414493643,396,0.0,0.6796875
1762414493676,397,0.0,0.7265625
1762414493710,398,0.0,0.7265625
1762414493743,399,0.0,0.7265625
1762414493776,400,-0.5235987755982988,0.7265625
1762414493810,401,-0.5235987755982988,0.7265625
1762414493844,402,-0.5235987755982988,0.703125
1762414493877,403,-0.5235987755982988,0.703125
1762414493911,404,-0.5235987755982988,0.703125
1762414493943,405,-0.5235987755982988,0.703125
1762414493976,406,-0.5235987755982988,0.703125
1762414494010,407,-0.5235987755982988,0.703125
1762414494043,408,-0.5235987755982988,0.703125
1762414494077,409,-0.5235987755982988,0.703125
1762414494110,410,-0.5235987755982988,0.703125
1762414494144,411,-0.5235987755982988,0.703125
1762414494177,412,-0.5235987755982988,0.703125
1762414494210,413,-0.5235987755982988,0.703125
1762414494244,414,-0.5235987755982988,0.703125
1762414494277,415,-0.5235987755982988,0.703125
1762414494310,416,-0.5235987755982988,0.703125
1762414494343,417,0.0,0.703125
1762414494376,418,0.0,0.703125
1762414494410,419,0.0,0.703125
1762414494443,420,0.0,0.703125
1762414494476,421,0.0,0.6796875
1762414494510,422,0.0,0.6796875
1762414494543,423,0.0,0.6796875
1762414494576,424,0.0,0.6796875
1762414494610,425,0.0,0.6796875
1762414494643,426,0.0,0.6796875
1762414494676,427,0.0,0.6796875
1762414494710,428,0.0,0.6796875
1762414494743,429,0.0,0.6796875
1762414494776,430,0.0,0.6796875
1762414494810,431,0.0,0.6796875
1762414494843,432,0.0,0.6796875
1762414494876,433,0.0,0.6796875
1762414494910,434,0.0,0.6796875
1762414494943,435,0.0,0.6796875
1762414494976,436,0.0,0.6796875
1762414495009,437,0.0,0.703125
1762414495043,438,0.0,0.703125
1762414495076,439,0.0,0.703125
1762414495110,440,0.0,0.703125
1762414495143,441,0.0,0.703125
1762414495176,442,0.0,0.703125
1762414495209,443,0.0,0.703125
1762414495243,444,0.0,0.703125
1762414495277,445,0.0,0.6796875
1762414495310,446,0.0,0.6796875
1762414495343,447,0.0,0.6796875
1762414495376,448,0.0,0.6796875
1762414495410,449,0.0,0.6640625
1762414495443,450,0.0,0.6640625
1762414495476,451,0.0,0.6640625
1762414495510,452,0.0,0.6640625
1762414495543,453,0.0,0.6640625
1762414495576,454,0.0,0.6640625
1762414495610,455,0.0,0.6640625
1762414495643,456,0.0,0.6640625
1762414495676,457,0.0,0.6640625
1762414495710,458,0.0,0.6640625
1762414495743,459,0.0,0.6640625
1762414495776,460,0.0,0.6640625
1762414495810,461,0.0,0.6640625
1762414495843,462,0.0,0.6640625
1762414495876,463,0.0,0.6640625
1762414495909,464,0.0,0.6640625
1762414495943,465,0.5235987755982988,0.6640625
1762414495976,466,0.5235987755982988,0.6640625
1762414496009,467,0.5235987755982988,0.6640625
1762414496043,468,0.5235987755982988,0.6640625
1762414496076,469,0.0,0.640625
1762414496109,470,0.0,0.640625
1762414496143,471,0.0,0.640625
1762414496177,472,0.0,0.640625
1762414496210,473,0.0,0.640625
1762414496243,474,0.0,0.640625
1762414496276,475,0.0,0.640625
1762414496310,476,0.0,0.640625
1762414496343,477,-0.5235987755982988,0.6640625
1762414496376,478,-0.5235987755982988,0.6640625
1762414496410,479,-0.5235987755982988,0.6640625
1762414496443,480,-0.5235987755982988,0.6640625
1762414496476,481,-0.5235987755982988,0.6640625
1762414496510,482,0.0,0.6640625
1762414496543,483,0.0,0.6640625
1762414496576,484,0.0,0.6640625
1762414496610,485,0.0,0.6640625
1762414496643,486,0.0,0.6640625
1762414496676,487,0.0,0.6640625
1762414496710,488,0.0,0.6640625
1762414496743,489,0.0,0.6640625
1762414496776,490,0.0,0.6640625
1762414496810,491,-0.5235987755982988,0.6640625
1762414496844,492,-0.5235987755982988,0.6640625
1762414496876,493,-0.5235987755982988,0.6640625
1762414496910,494,-0.5235987755982988,0.6640625
1762414496943,495,-0.5235987755982988,0.6640625
1762414496977,496,-0.5235987755982988,0.6640625
1762414497010,497,-0.5235987755982988,0.6640625
1762414497043,498,-0.5235987755982988,0.640625
1762414497076,499,-0.5235987755982988,0.5
1762414497110,500,-0.5235987755982988,0.4375
1762414497143,501,-0.5235987755982988,0.4140625
1762414497177,502,-0.5235987755982988,0.4140625
1762414497212,503,0.0,0.40625
1762414497243,504,0.0,0.40625
1762414497277,505,0.0,0.390625
1762414497310,506,0.0,0.390625
1762414497344,507,0.0,0.390625
1762414497377,508,0.0,0.40625
1762414497410,509,0.0,0.40625
1762414497444,510,0.0,0.40625
1762414497478,511,0.0,0.0078125
1762414497510,512,0.0,0.0078125
1762414497544,513,0.0,0.0078125
1762414497577,514,0.0,0.0078125
1762414497610,515,0.0,0.0078125
1762414497643,516,0.0,0.0078125
1762414497676,517,0.0,0.0078125
1762414497710,518,0.0,0.0078125
1762414497743,519,0.0,0.1015625
1762414497776,520,0.0,0.2265625
1762414497810,521,0.0,0.2734375
1762414497844,522,0.5235987755982988,0.296875
1762414497876,523,0.5235987755982988,0.296875
1762414497910,524,0.5235987755982988,0.296875
1762414497943,525,0.5235987755982988,0.296875
1762414497976,526,0.5235987755982988,0.296875
1762414498010,527,0.5235987755982988,0.296875
1762414498043,528,0.0,0.296875
1762414498077,529,0.0,0.296875
1762414498110,530,0.0,0.296875
1762414498143,531,0.0,0.3203125
1762414498176,532,0.0,0.3203125
1762414498212,533,0.0,0.34375
1762414498244,534,0.0,0.46875
1762414498276,535,0.0,0.5859375
1762414498310,536,0.0,0.609375
1762414498343,537,0.0,0.609375
1762414498376,538,0.0,0.6328125
1762414498410,539,0.0,0.6328125
1762414498443,540,0.0,0.6328125
1762414498476,541,0.0,0.6328125
1762414498510,542,0.0,0.6328125
1762414498543,543,0.0,0.6328125
1762414498577,544,0.0,0.6328125
1762414498610,545,0.5235987755982988,0.6328125
1762414498643,546,0.5235987755982988,0.6328125
1762414498676,547,0.5235987755982988,0.6171875
1762414498710,548,0.5235987755982988,0.578125
1762414498743,549,0.5235987755982988,0.578125
1762414498776,550,0.5235987755982988,0.578125
1762414498810,551,0.0,0.578125
1762414498843,552,0.0,0.578125
1762414498876,553,0.0,0.578125
1762414498910,554,0.0,0.578125
1762414498943,555,0.0,0.578125
1762414498976,556,0.0,0.5703125
1762414499010,557,0.0,0.5703125
1762414499043,558,0.0,0.5703125
1762414499076,559,0.0,0.5703125
1762414499110,560,0.0,0.5703125
1762414499143,561,0.0,0.5703125
1762414499176,562,0.0,0.5703125
1762414499210,563,0.0,0.5703125
1762414499243,564,0.0,0.5703125
1762414499276,565,0.0,0.5703125
1762414499310,566,0.0,0.5703125
1762414499343,567,0.0,0.5703125
1762414499376,568,0.0,0.5703125
1762414499409,569,0.0,0.5703125
1762414499443,570,0.0,0.5703125
1762414499476,571,-0.5235987755982988,0.5703125
1762414499509,572,-0.5235987755982988,0.5703125
1762414499543,573,-0.5235987755982988,0.5703125
1762414499576,574,0.0,0.5703125
1762414499609,575,0.0,0.5703125
1762414499643,576,0.0,0.5703125
1762414499676,577,0.0,0.5703125
1762414499710,578,0.0,0.5703125
1762414499743,579,0.0,0.5703125
1762414499776,580,0.0,0.5546875
1762414499810,581,0.0,0.5546875
1762414499843,582,0.0,0.53125
1762414499876,583,0.0,0.53125
1762414499910,584,0.0,0.5078125
1762414499944,585,0.0,0.5078125
1762414499977,586,0.0,0.5078125
1762414500010,587,0.0,0.5078125
1762414500043,588,0.0,0.5078125
1762414500076,589,0.0,0.5078125
1762414500110,590,0.0,0.5078125
1762414500143,591,0.0,0.5078125
1762414500176,592,0.0,0.5078125
1762414500210,593,0.0,0.5078125
1762414500244,594,0.0,0.5078125
1762414500281,595,-0.5235987755982988,0.5078125
1762414500313,596,-0.5235987755982988,0.5078125
1762414500344,597,-0.5235987755982988,0.5078125
1762414500377,598,-0.5235987755982988,0.5078125
1762414500410,599,0.0,0.5078125
1762414500443,600,0.0,0.5078125
1762414500477,601,0.0,0.5078125
1762414500510,602,0.0,0.53125
1762414500543,603,0.0,0.53125
1762414500577,604,0.0,0.53125
1762414500610,605,0.0,0.53125
1762414500644,606,0.0,0.53125
1762414500677,607,0.0,0.53125
1762414500710,608,0.0,0.53125
1762414500744,609,0.0,0.53125
1762414500777,610,0.0,0.53125
1762414500810,611,0.0,0.53125
1762414500843,612,0.0,0.53125
1762414500876,613,0.0,0.53125
1762414500909,614,0.0,0.53125
1762414500943,615,0.0,0.53125
1762414500976,616,0.0,0.53125
1762414501010,617,0.0,0.53125
1762414501043,618,0.0,0.53125
1762414501076,619,0.0,0.53125
1762414501110,620,0.0,0.53125
1762414501143,621,0.0,0.53125
1762414501176,622,0.0,0.53125
1762414501210,623,0.0,0.53125
1762414501244,624,0.0,0.53125
1762414501277,625,0.0,0.53125
1762414501310,626,0.0,0.53125
1762414501343,627,0.0,0.53125
1762414501376,628,0.0,0.53125
1762414501410,629,0.0,0.53125
1762414501443,630,0.0,0.53125
1762414501476,631,0.0,0.53125
1762414501510,632,0.0,0.53125
1762414501543,633,0.0,0.53125
1762414501576,634,0.0,0.53125
1762414501610,635,0.0,0.53125
1762414501643,636,0.0,0.53125
1762414501676,637,0.0,0.53125
1762414501710,638,0.0,0.53125
1762414501743,639,0.0,0.53125
1762414501777,640,0.0,0.53125
1762414501810,641,0.0,0.53125
1762414501843,642,0.0,0.53125
1762414501876,643,0.0,0.53125
1762414501910,644,0.0,0.53125
1762414501943,645,0.0,0.53125
1762414501976,646,-0.5235987755982988,0.53125
1762414502009,647,-0.5235987755982988,0.53125
1762414502043,648,-0.5235987755982988,0.53125
1762414502077,649,-0.5235987755982988,0.53125
1762414502109,650,-0.5235987755982988,0.53125
1762414502143,651,-0.5235987755982988,0.53125
1762414502176,652,-0.5235987755982988,0.53125
1762414502210,653,-0.5235987755982988,0.53125
1762414502243,654,-0.5235987755982988,0.53125
1762414502277,655,-0.5235987755982988,0.53125
1762414502310,656,-0.5235987755982988,0.53125
1762414502343,657,-0.5235987755982988,0.53125
1762414502376,658,-0.5235987755982988,0.53125
1762414502410,659,-0.5235987755982988,0.53125
1762414502443,660,-0.5235987755982988,0.53125
1762414502476,661,-0.5235987755982988,0.53125
1762414502511,662,-0.5235987755982988,0.53125
1762414502543,663,-0.5235987755982988,0.6015625
1762414502576,664,-0.5235987755982988,0.7109375
1762414502609,665,-0.5235987755982988,0.796875
1762414502643,666,-0.5235987755982988,0.8046875
1762414502676,667,-0.5235987755982988,0.8046875
1762414502710,668,-0.5235987755982988,0.8046875
1762414502743,669,-0.5235987755982988,0.8046875
1762414502776,670,-0.5235987755982988,0.8046875
1762414502809,671,-0.5235987755982988,0.78125
1762414502843,672,-0.5235987755982988,0.78125
1762414502876,673,-0.5235987755982988,0.78125
1762414502910,674,-0.5235987755982988,0.8046875
1762414502943,675,-0.5235987755982988,0.828125
1762414502976,676,-0.5235987755982988,0.828125
1762414503009,677,-0.5235987755982988,0.8671875
1762414503043,678,-0.5235987755982988,0.8671875
1762414503076,679,-0.5235987755982988,0.8671875
1762414503109,680,-0.5235987755982988,0.8671875
1762414503143,681,-0.5235987755982988,0.8671875
1762414503176,682,-0.5235987755982988,0.8671875
1762414503210,683,-0.5235987755982988,0.8671875
1762414503243,684,-0.5235987755982988,0.8515625
1762414503276,685,0.0,0.8515625
1762414503310,686,0.0,0.8515625
1762414503343,687,0.0,0.8515625
1762414503376,688,0.0,0.8515625
1762414503410,689,0.0,0.8515625
1762414503443,690,0.0,0.8515625
1762414503477,691,0.0,0.8515625
1762414503510,692,0.0,0.8515625
1762414503543,693,0.0,0.8515625
1762414503576,694,0.0,0.8671875
1762414503610,695,-0.5235987755982988,0.8671875
1762414503643,696,-0.5235987755982988,0.8671875
1762414503676,697,-0.5235987755982988,0.8671875
1762414503710,698,-0.5235987755982988,0.8671875
1762414503743,699,-0.5235987755982988,0.8671875
1762414503776,700,-0.5235987755982988,0.8671875
1762414503810,701,-0.5235987755982988,0.8671875
1762414503843,702,-0.5235987755982988,0.8671875
1762414503876,703,-0.5235987755982988,0.8671875
1762414503910,704,-0.5235987755982988,0.8671875
1762414503943,705,-0.5235987755982988,0.8671875
1762414503976,706,-0.5235987755982988,0.8671875
1762414504010,707,-0.5235987755982988,0.8671875
1762414504043,708,-0.5235987755982988,0.8671875
1762414504076,709,0.0,0.8671875
1762414504110,710,0.0,0.8515625
1762414504143,711,0.0,0.8515625
1762414504176,712,0.0,0.8515625
1762414504210,713,0.0,0.828125
1762414504243,714,0.0,0.828125
1762414504276,715,0.0,0.8046875
1762414504310,716,0.0,0.8046875
1762414504343,717,0.0,0.7890625
1762414504377,718,0.0,0.7890625
1762414504411,719,0.0,0.765625
1762414504443,720,0.0,0.765625
1762414504477,721,0.0,0.765625
1762414504510,722,0.0,0.765625
1762414504544,723,0.0,0.765625
1762414504577,724,0.0,0.765625
1762414504610,725,0.0,0.765625
